date,product,category,region,quantity,revenue
2023-01-22,Laptop,Eletronics,North America,5,4535
2023-03-17,Headphones,Acessorioes,South America,5,4605
2024-05-22,Laptop,Eletronics,South America,4,1036
2023-07-24,Phone,Eletronics,Asia,5,3555
2024-07-26,Monitor,Eletronics,Asia,4,4120
2023-10-21,Monitor,Eletronics,Asia,5,3230
2023-06-13,Phone,Eletronics,Asia,1,716
2024-05-04,Phone,Eletronics,North America,3,1977
2024-07-12,Headphones,Acessorioes,North America,3,585
2024-08-13,Tablet,Eletronics,Europe,1,630
2024-01-07,Headphones,Acessorioes,North America,3,2100
2024-11-09,Phone,Eletronics,South America,5,2125
2023-11-19,Headphones,Acessorioes,North America,2,1844
2024-04-08,Tablet,Eletronics,South America,4,784
2024-06-06,Tablet,Eletronics,South America,1,1060
2024-09-05,Monitor,Eletronics,North America,2,2042
2024-05-10,Tablet,Eletronics,Asia,4,3536
2023-10-17,Monitor,Eletronics,North America,4,3080
2023-03-06,Phone,Eletronics,North America,4,772
2023-10-26,Laptop,Eletronics,South America,3,1803
2023-11-08,Monitor,Eletronics,Europe,1,1057
2024-04-24,Headphones,Acessorioes,Asia,2,146
2023-07-10,Tablet,Eletronics,South America,4,3772
2024-10-02,Headphones,Acessorioes,North America,1,1023
2023-04-11,Headphones,Acessorioes,Europe,5,3590
2024-02-25,Headphones,Acessorioes,Asia,5,3590
2023-12-03,Monitor,Eletronics,North America,5,5305
2023-07-15,Monitor,Eletronics,Europe,1,546
2024-10-31,Phone,Eletronics,Europe,2,1490
2024-10-09,Tablet,Eletronics,North America,3,3045
2023-02-20,Phone,Eletronics,South America,1,1003
2023-07-14,Tablet,Eletronics,Europe,1,935
2023-02-13,Headphones,Acessorioes,Europe,5,3080
2023-01-02,Monitor,Eletronics,North America,2,1354
2023-12-30,Monitor,Eletronics,South America,2,2088
2024-02-11,Phone,Eletronics,Asia,3,2325
2024-08-07,Laptop,Eletronics,Europe,5,2115
2023-10-17,Phone,Eletronics,Europe,3,1227
2024-07-23,Monitor,Eletronics,Europe,3,2640
2024-10-07,Tablet,Eletronics,Asia,3,150
2024-12-02,Laptop,Eletronics,Asia,5,4015
2024-01-08,Tablet,Eletronics,Europe,2,1858
2024-03-08,Monitor,Eletronics,Asia,1,484
2023-03-15,Phone,Eletronics,South America,1,918
2024-02-05,Laptop,Eletronics,North America,5,5165
2024-05-26,Tablet,Eletronics,North America,4,1280
2023-05-16,Tablet,Eletronics,North America,1,977
2024-08-16,Tablet,Eletronics,South America,3,405
2023-08-04,Monitor,Eletronics,Asia,4,676
2024-02-23,Monitor,Eletronics,North America,4,276
2023-10-21,Headphones,Acessorioes,Asia,3,1854
2023-03-18,Laptop,Eletronics,South America,1,184
2024-10-17,Laptop,Eletronics,North America,3,2388
2024-02-22,Headphones,Acessorioes,Europe,3,3024
2024-11-15,Tablet,Eletronics,North America,3,906
2023-05-25,Phone,Eletronics,North America,4,1032
2024-09-12,Tablet,Eletronics,Asia,1,201
2024-05-12,Headphones,Acessorioes,Asia,1,894
2023-11-15,Headphones,Acessorioes,South America,1,1075
2023-06-02,Tablet,Eletronics,South America,1,257
2024-10-28,Phone,Eletronics,Europe,1,778
2023-12-01,Monitor,Eletronics,South America,3,2985
2024-01-04,Headphones,Acessorioes,Europe,3,2502
2024-05-08,Monitor,Eletronics,Europe,5,3360
2023-11-06,Headphones,Acessorioes,Europe,1,360
2023-04-29,Tablet,Eletronics,Europe,3,426
2024-01-17,Phone,Eletronics,North America,1,217
2024-06-18,Laptop,Eletronics,South America,5,3265
2023-10-31,Headphones,Acessorioes,Asia,2,2114
2023-06-17,Laptop,Eletronics,Europe,1,990
2023-01-14,Monitor,Eletronics,North America,2,1796
2024-06-03,Headphones,Acessorioes,Asia,2,1176
2024-02-26,Headphones,Acessorioes,South America,5,3915
2023-11-01,Phone,Eletronics,North America,1,235
2024-04-29,Laptop,Eletronics,South America,5,2085
2023-06-02,Laptop,Eletronics,South America,3,2961
2024-05-21,Phone,Eletronics,Asia,4,3576
2023-06-09,Tablet,Eletronics,North America,3,1539
2024-09-22,Laptop,Eletronics,Asia,1,93
2023-12-09,Laptop,Eletronics,South America,3,2973
2023-05-07,Monitor,Eletronics,Asia,4,3600
2024-07-20,Headphones,Acessorioes,Asia,5,450
2024-11-16,Tablet,Eletronics,North America,5,2520
2024-05-18,Monitor,Eletronics,South America,3,1260
2023-06-29,Phone,Eletronics,Asia,3,1308
2023-06-30,Tablet,Eletronics,South America,1,1071
2024-04-18,Monitor,Eletronics,South America,3,609
2024-01-21,Headphones,Acessorioes,Europe,1,1017
2023-06-18,Phone,Eletronics,North America,2,500
2024-05-08,Tablet,Eletronics,North America,3,1515
2023-03-06,Monitor,Eletronics,North America,2,684
2023-12-10,Laptop,Eletronics,North America,4,4116
2023-08-21,Laptop,Eletronics,Asia,4,1128
2024-09-29,Phone,Eletronics,South America,3,2724
2024-12-09,Tablet,Eletronics,Europe,4,256
2024-09-15,Tablet,Eletronics,South America,4,1544
2024-05-22,Tablet,Eletronics,Asia,5,1385
2024-04-03,Laptop,Eletronics,Europe,3,1422
2024-02-09,Tablet,Eletronics,South America,5,5295
2023-02-07,Laptop,Eletronics,South America,4,868
2024-10-12,Laptop,Eletronics,Europe,4,1812
2024-01-11,Tablet,Eletronics,South America,1,462
2023-12-07,Tablet,Eletronics,North America,5,800
2024-02-27,Laptop,Eletronics,Europe,1,108
2023-11-19,Tablet,Eletronics,Asia,2,164
2023-08-07,Headphones,Acessorioes,Asia,2,264
2024-03-15,Phone,Eletronics,South America,3,372
2023-10-28,Laptop,Eletronics,Europe,1,228
2024-03-03,Phone,Eletronics,North America,2,1282
2024-02-18,Phone,Eletronics,Europe,3,1674
2023-06-11,Monitor,Eletronics,North America,1,539
2024-03-07,Monitor,Eletronics,Asia,2,204
2024-01-16,Headphones,Acessorioes,South America,1,214
2024-11-03,Tablet,Eletronics,North America,3,2055
2024-07-06,Phone,Eletronics,North America,2,1040
2024-01-13,Laptop,Eletronics,Asia,5,5205
2024-05-28,Phone,Eletronics,South America,1,1052
2024-02-07,Tablet,Eletronics,North America,2,1720
2023-04-09,Monitor,Eletronics,Asia,2,1470
2023-10-24,Headphones,Acessorioes,Asia,3,2043
2023-08-02,Laptop,Eletronics,North America,5,265
2023-12-04,Headphones,Acessorioes,South America,5,500
2023-03-13,Monitor,Eletronics,North America,5,4825
2023-03-01,Laptop,Eletronics,Asia,5,1245
2024-11-03,Tablet,Eletronics,Europe,1,1039
2024-10-31,Monitor,Eletronics,South America,3,2244
2024-10-27,Headphones,Acessorioes,North America,4,2704
2024-07-25,Laptop,Eletronics,North America,2,2200
2024-05-08,Phone,Eletronics,North America,3,2292
2024-03-14,Laptop,Eletronics,Asia,3,3243
2023-09-27,Phone,Eletronics,North America,1,172
2024-11-03,Laptop,Eletronics,South America,3,3108
2023-01-10,Headphones,Acessorioes,South America,1,811
2023-03-02,Phone,Eletronics,Asia,5,1080
2023-11-10,Monitor,Eletronics,South America,1,870
2023-07-16,Phone,Eletronics,North America,2,1604
2023-05-28,Headphones,Acessorioes,Asia,2,412
2023-07-28,Tablet,Eletronics,Asia,4,4100
2024-10-12,Tablet,Eletronics,North America,2,594
2023-12-19,Laptop,Eletronics,South America,2,766
2023-07-28,Headphones,Acessorioes,Asia,1,1067
2023-05-08,Headphones,Acessorioes,South America,4,1960
2024-12-12,Monitor,Eletronics,South America,3,543
2024-06-10,Phone,Eletronics,North America,2,312
2024-03-16,Monitor,Eletronics,Europe,2,818
2024-07-10,Tablet,Eletronics,North America,1,155
2024-07-20,Phone,Eletronics,North America,1,304
2024-10-14,Monitor,Eletronics,Europe,1,625
2023-06-29,Phone,Eletronics,Asia,4,1652
2023-06-09,Monitor,Eletronics,Asia,4,232
2023-03-23,Tablet,Eletronics,North America,2,2142
2023-10-02,Headphones,Acessorioes,South America,3,2658
2024-01-05,Tablet,Eletronics,North America,4,3008
2024-08-26,Tablet,Eletronics,North America,2,1646
2023-09-26,Monitor,Eletronics,Europe,1,865
2024-06-15,Headphones,Acessorioes,South America,4,4276
2023-03-22,Phone,Eletronics,Asia,4,4364
2023-07-29,Tablet,Eletronics,Asia,1,415
2023-06-13,Laptop,Eletronics,North America,4,1036
2024-12-13,Monitor,Eletronics,Europe,1,586
2024-11-09,Phone,Eletronics,South America,1,487
2024-05-13,Tablet,Eletronics,Asia,1,956
2023-04-03,Monitor,Eletronics,Europe,3,2538
2023-05-23,Headphones,Acessorioes,North America,3,3069
2024-12-02,Phone,Eletronics,North America,4,3732
2024-03-20,Headphones,Acessorioes,Europe,3,663
2024-12-02,Headphones,Acessorioes,South America,4,2348
2023-04-05,Tablet,Eletronics,Europe,3,1533
2024-09-04,Laptop,Eletronics,Asia,4,2228
2023-09-09,Tablet,Eletronics,Europe,3,2682
2023-01-28,Tablet,Eletronics,South America,1,644
2024-09-06,Phone,Eletronics,Asia,5,4215
2023-10-25,Tablet,Eletronics,South America,3,1584
2023-10-04,Tablet,Eletronics,North America,5,2065
2023-03-31,Phone,Eletronics,Europe,1,924
2023-06-09,Laptop,Eletronics,North America,3,804
2023-07-11,Laptop,Eletronics,North America,4,1720
2024-02-11,Phone,Eletronics,North America,1,609
2023-09-17,Phone,Eletronics,Europe,1,169
2023-03-25,Phone,Eletronics,Asia,1,715
2023-04-26,Laptop,Eletronics,Asia,2,682
2023-01-11,Monitor,Eletronics,Asia,4,2348
2024-03-06,Phone,Eletronics,Europe,2,560
2024-06-27,Laptop,Eletronics,South America,1,440
2023-08-23,Laptop,Eletronics,Asia,3,1137
2023-06-28,Monitor,Eletronics,Europe,5,1530
2024-03-08,Monitor,Eletronics,North America,1,612
2023-06-11,Monitor,Eletronics,South America,1,916
2023-06-24,Tablet,Eletronics,North America,1,442
2024-10-22,Phone,Eletronics,South America,2,1644
2024-09-23,Tablet,Eletronics,Europe,3,465
2024-02-15,Tablet,Eletronics,North America,5,3605
2023-03-08,Phone,Eletronics,South America,4,1856
2024-03-11,Phone,Eletronics,South America,5,2195
2024-11-29,Laptop,Eletronics,Asia,5,2655
2024-11-07,Tablet,Eletronics,Asia,1,977
2023-11-07,Monitor,Eletronics,South America,5,730
2024-03-10,Phone,Eletronics,Europe,5,600
2024-08-14,Headphones,Acessorioes,Asia,1,1026
2023-10-09,Tablet,Eletronics,North America,5,1865
2023-09-09,Headphones,Acessorioes,North America,1,1014
2024-03-03,Monitor,Eletronics,Asia,2,1392
2023-10-13,Headphones,Acessorioes,Asia,4,2412
2023-03-29,Tablet,Eletronics,Asia,3,990
2024-07-20,Headphones,Acessorioes,Europe,5,3755
2023-10-14,Monitor,Eletronics,Europe,1,54
2024-12-23,Tablet,Eletronics,South America,4,1936
2024-10-01,Headphones,Acessorioes,Europe,5,390
2024-04-09,Tablet,Eletronics,Asia,2,886
2023-09-13,Tablet,Eletronics,North America,4,280
2024-02-14,Phone,Eletronics,Asia,2,1828
2023-09-18,Tablet,Eletronics,Europe,5,1135
2023-06-07,Laptop,Eletronics,South America,4,1124
2024-08-17,Laptop,Eletronics,North America,4,660
2024-02-06,Headphones,Acessorioes,South America,3,3240
2023-05-12,Tablet,Eletronics,North America,5,4330
2024-10-04,Headphones,Acessorioes,South America,4,4196
2023-03-24,Headphones,Acessorioes,Europe,2,170
2023-09-06,Headphones,Acessorioes,Asia,3,3090
2023-02-11,Tablet,Eletronics,Asia,5,1590
2024-08-25,Tablet,Eletronics,South America,4,464
2023-03-21,Monitor,Eletronics,South America,5,5180
2023-06-15,Laptop,Eletronics,Europe,1,916
2023-08-03,Headphones,Acessorioes,Asia,1,140
2023-09-05,Monitor,Eletronics,Europe,5,2040
2024-03-17,Headphones,Acessorioes,Europe,2,1226
2023-11-27,Headphones,Acessorioes,Asia,5,1875
2024-01-06,Monitor,Eletronics,Europe,2,1980
2024-10-06,Laptop,Eletronics,North America,1,882
2023-07-08,Phone,Eletronics,South America,5,765
2024-09-01,Phone,Eletronics,Asia,2,2182
2024-09-23,Tablet,Eletronics,Europe,2,1246
2023-01-26,Phone,Eletronics,Europe,3,1179
2023-04-05,Laptop,Eletronics,Europe,3,942
2024-08-31,Tablet,Eletronics,South America,1,737
2023-12-15,Tablet,Eletronics,Asia,3,339
2024-11-25,Laptop,Eletronics,North America,4,316
2024-06-21,Tablet,Eletronics,North America,3,192
2024-07-24,Laptop,Eletronics,North America,4,2072
2023-08-22,Headphones,Acessorioes,Asia,4,1824
2023-03-31,Laptop,Eletronics,Asia,3,3057
2024-09-29,Laptop,Eletronics,North America,4,892
2023-08-14,Phone,Eletronics,North America,5,5165
2024-12-04,Laptop,Eletronics,Asia,3,1254
2024-09-07,Headphones,Acessorioes,Europe,5,3840
2024-11-17,Monitor,Eletronics,South America,1,435
2023-05-15,Tablet,Eletronics,South America,2,540
2024-04-28,Headphones,Acessorioes,Europe,4,3324
2023-03-08,Phone,Eletronics,Asia,3,1926
2023-04-05,Phone,Eletronics,North America,1,848
2024-04-24,Tablet,Eletronics,North America,4,2372
2023-08-12,Headphones,Acessorioes,Asia,2,1710
2024-07-15,Phone,Eletronics,Europe,4,1912
2024-05-04,Monitor,Eletronics,Asia,1,429
2024-03-08,Headphones,Acessorioes,Europe,1,328
2023-09-07,Phone,Eletronics,North America,4,2580
2023-06-20,Headphones,Acessorioes,South America,3,456
2024-10-10,Laptop,Eletronics,Asia,1,316
2024-06-25,Laptop,Eletronics,Europe,1,896
2023-07-01,Monitor,Eletronics,Europe,3,1734
2023-07-05,Tablet,Eletronics,South America,4,316
2024-07-12,Tablet,Eletronics,North America,2,1798
2023-08-22,Tablet,Eletronics,North America,2,746
2023-09-23,Phone,Eletronics,Europe,3,2544
2024-12-02,Headphones,Acessorioes,Europe,4,2248
2024-10-30,Phone,Eletronics,South America,2,2116
2023-05-03,Phone,Eletronics,Asia,1,809
2024-07-22,Phone,Eletronics,North America,1,750
2024-04-15,Phone,Eletronics,Europe,4,2496
2024-04-01,Laptop,Eletronics,Asia,2,1014
2024-02-27,Monitor,Eletronics,Asia,2,1798
2024-08-31,Tablet,Eletronics,Asia,1,69
2023-12-13,Tablet,Eletronics,Asia,5,5390
2023-03-31,Headphones,Acessorioes,Asia,2,1372
2024-09-20,Phone,Eletronics,South America,5,2060
2023-01-07,Tablet,Eletronics,Europe,5,1120
2023-04-29,Laptop,Eletronics,South America,3,513
2023-12-16,Monitor,Eletronics,Asia,3,1554
2024-08-28,Headphones,Acessorioes,South America,3,1761
2024-04-23,Tablet,Eletronics,Asia,2,1738
2023-12-18,Headphones,Acessorioes,South America,3,2598
2024-10-04,Tablet,Eletronics,South America,5,2310
2023-10-29,Phone,Eletronics,North America,2,316
2024-10-14,Laptop,Eletronics,South America,1,629
2023-10-18,Headphones,Acessorioes,Asia,2,146
2024-04-14,Tablet,Eletronics,Europe,2,922
2024-03-25,Phone,Eletronics,Europe,2,1610
2023-09-17,Headphones,Acessorioes,South America,5,1715
2024-03-18,Laptop,Eletronics,North America,4,1860
2023-12-21,Headphones,Acessorioes,North America,1,1009
2023-02-13,Phone,Eletronics,Europe,4,1908
2023-06-16,Headphones,Acessorioes,Asia,2,324
2023-12-03,Laptop,Eletronics,Asia,1,681
2024-11-12,Headphones,Acessorioes,North America,2,1978
2024-03-30,Headphones,Acessorioes,South America,5,2190
2024-11-16,Laptop,Eletronics,North America,1,779
2023-06-03,Monitor,Eletronics,South America,4,3732
2024-03-13,Monitor,Eletronics,North America,4,3420
2023-03-15,Laptop,Eletronics,North America,4,3960
2024-03-31,Phone,Eletronics,Asia,4,1204
2024-08-22,Monitor,Eletronics,Asia,2,1938
2024-08-06,Laptop,Eletronics,North America,2,1840
2024-12-19,Phone,Eletronics,North America,1,959
2024-11-20,Tablet,Eletronics,Europe,1,567
2023-06-17,Laptop,Eletronics,North America,5,4165
2024-07-12,Laptop,Eletronics,North America,3,183
2024-11-12,Tablet,Eletronics,Asia,5,3965
2023-04-09,Headphones,Acessorioes,South America,2,140
2023-03-26,Headphones,Acessorioes,North America,3,249
2024-05-02,Headphones,Acessorioes,North America,3,3210
2024-02-06,Laptop,Eletronics,Europe,2,1938
2024-11-09,Laptop,Eletronics,Asia,5,3700
2024-04-12,Laptop,Eletronics,North America,3,558
2024-08-01,Headphones,Acessorioes,Europe,5,2625
2024-11-11,Monitor,Eletronics,Asia,5,2315
2024-02-08,Headphones,Acessorioes,North America,5,2325
2024-04-16,Tablet,Eletronics,North America,5,2265
2024-11-08,Laptop,Eletronics,North America,5,4075
2023-07-25,Headphones,Acessorioes,North America,5,4355
2023-02-22,Laptop,Eletronics,North America,3,1812
2024-10-05,Tablet,Eletronics,South America,1,459
2023-01-21,Phone,Eletronics,Asia,3,1515
2024-01-12,Monitor,Eletronics,Europe,2,1978
2023-10-06,Laptop,Eletronics,North America,3,1242
2023-05-03,Laptop,Eletronics,South America,3,2988
2024-08-28,Headphones,Acessorioes,Europe,2,1766
2024-05-20,Phone,Eletronics,Europe,5,5130
2023-11-08,Laptop,Eletronics,South America,2,1206
2024-05-13,Tablet,Eletronics,South America,2,542
2023-10-10,Monitor,Eletronics,Europe,4,1276
2023-03-30,Laptop,Eletronics,Europe,4,1176
2023-11-09,Headphones,Acessorioes,Asia,5,2180
2023-04-23,Monitor,Eletronics,South America,2,1030
2023-08-01,Tablet,Eletronics,Europe,2,254
2023-01-27,Headphones,Acessorioes,Asia,1,708
2023-09-01,Monitor,Eletronics,Europe,3,2139
2024-12-24,Laptop,Eletronics,South America,1,903
2023-08-09,Phone,Eletronics,Europe,3,468
2024-10-07,Phone,Eletronics,Europe,5,1325
2023-07-10,Tablet,Eletronics,North America,4,1780
2024-10-14,Phone,Eletronics,South America,4,1428
2024-10-22,Headphones,Acessorioes,North America,5,4010
2023-08-09,Laptop,Eletronics,North America,3,1983
2023-05-17,Headphones,Acessorioes,Europe,4,940
2024-02-16,Laptop,Eletronics,North America,5,2490
2023-07-11,Laptop,Eletronics,North America,3,546
2024-05-24,Laptop,Eletronics,Asia,2,496
2023-02-27,Monitor,Eletronics,North America,5,3210
2023-08-11,Phone,Eletronics,South America,2,1290
2023-07-31,Tablet,Eletronics,North America,1,775
2023-04-13,Tablet,Eletronics,Asia,2,554
2023-01-16,Tablet,Eletronics,Asia,4,4376
2024-05-20,Phone,Eletronics,Asia,1,296
2024-03-25,Laptop,Eletronics,South America,1,1023
2023-02-16,Tablet,Eletronics,Europe,5,3975
2023-01-01,Phone,Eletronics,South America,1,396
2024-07-12,Laptop,Eletronics,South America,4,2524
2023-01-26,Monitor,Eletronics,North America,4,4108
2023-09-18,Laptop,Eletronics,North America,4,340
2023-09-21,Monitor,Eletronics,Europe,2,1222
2023-10-05,Monitor,Eletronics,Asia,4,324
2024-12-21,Laptop,Eletronics,Europe,5,2270
2024-01-18,Tablet,Eletronics,Europe,4,3664
2024-06-04,Tablet,Eletronics,Europe,5,1205
2024-05-16,Phone,Eletronics,North America,2,1350
2023-10-18,Headphones,Acessorioes,Asia,5,4360
2024-12-22,Tablet,Eletronics,Asia,3,3036
2023-08-02,Headphones,Acessorioes,Asia,5,340
2024-04-04,Monitor,Eletronics,South America,1,391
2024-08-01,Monitor,Eletronics,Europe,2,2126
2024-12-31,Headphones,Acessorioes,South America,4,864
2023-01-22,Monitor,Eletronics,South America,2,566
2023-12-10,Phone,Eletronics,North America,2,1416
2023-09-15,Monitor,Eletronics,South America,5,4125
2023-05-16,Monitor,Eletronics,Europe,2,598
2023-11-12,Tablet,Eletronics,North America,2,1262
2023-02-02,Laptop,Eletronics,Europe,3,2523
2024-01-18,Monitor,Eletronics,Europe,5,2415
2023-09-05,Phone,Eletronics,South America,2,1864
2023-01-27,Laptop,Eletronics,South America,2,1542
2024-06-03,Tablet,Eletronics,North America,4,2972
2023-08-22,Tablet,Eletronics,Asia,4,1004
2023-05-09,Phone,Eletronics,South America,4,932
2024-10-02,Tablet,Eletronics,Asia,4,984
2024-11-29,Monitor,Eletronics,Asia,3,579
2024-08-06,Laptop,Eletronics,North America,2,1512
2024-09-28,Laptop,Eletronics,North America,1,426
2024-05-19,Tablet,Eletronics,North America,3,3276
2024-11-01,Phone,Eletronics,South America,2,438
2024-10-02,Phone,Eletronics,South America,4,3828
2023-05-05,Phone,Eletronics,North America,3,498
2023-08-20,Laptop,Eletronics,Asia,5,1325
2023-04-02,Monitor,Eletronics,South America,5,4820
2023-06-19,Monitor,Eletronics,North America,3,882
2023-06-22,Laptop,Eletronics,Europe,4,1860
2024-05-01,Tablet,Eletronics,Asia,2,406
2024-09-11,Laptop,Eletronics,South America,3,2622
2023-12-03,Headphones,Acessorioes,South America,2,1228
2024-07-07,Monitor,Eletronics,Asia,3,3237
2023-11-23,Laptop,Eletronics,Asia,5,4485
2024-08-14,Tablet,Eletronics,Europe,5,4730
2023-01-08,Phone,Eletronics,North America,4,3872
2024-09-26,Headphones,Acessorioes,South America,2,2116
2023-07-08,Tablet,Eletronics,North America,4,2232
2023-08-16,Monitor,Eletronics,Asia,4,2444
2024-02-03,Headphones,Acessorioes,Europe,2,1684
2024-05-05,Headphones,Acessorioes,Europe,2,2012
2023-08-06,Headphones,Acessorioes,South America,4,1804
2023-11-22,Laptop,Eletronics,North America,5,380
2024-12-28,Headphones,Acessorioes,South America,4,1248
2024-02-22,Monitor,Eletronics,South America,2,1802
2023-08-28,Phone,Eletronics,South America,1,635
2024-01-02,Monitor,Eletronics,Europe,1,826
2024-01-01,Laptop,Eletronics,Europe,5,3810
2024-04-19,Phone,Eletronics,South America,4,4316
2024-03-27,Tablet,Eletronics,South America,2,1162
2024-04-09,Headphones,Acessorioes,Europe,4,2164
2023-04-08,Phone,Eletronics,North America,2,1450
2024-04-26,Tablet,Eletronics,South America,2,1174
2024-11-17,Tablet,Eletronics,South America,5,2820
2024-12-03,Tablet,Eletronics,North America,2,1250
2024-05-02,Monitor,Eletronics,Asia,1,976
2023-06-01,Tablet,Eletronics,North America,4,3556
2024-08-14,Headphones,Acessorioes,North America,4,828
2023-07-11,Phone,Eletronics,Asia,2,362
2024-01-09,Monitor,Eletronics,Asia,1,671
2023-07-23,Headphones,Acessorioes,Asia,5,1345
2023-12-05,Phone,Eletronics,Asia,2,220
2023-08-03,Tablet,Eletronics,Europe,5,440
2023-03-20,Phone,Eletronics,South America,5,5010
2023-05-14,Laptop,Eletronics,South America,5,3780
2024-11-04,Tablet,Eletronics,North America,4,588
2023-11-30,Monitor,Eletronics,Asia,5,580
2024-07-17,Monitor,Eletronics,Asia,4,1408
2024-02-29,Phone,Eletronics,South America,5,3965
2023-10-13,Phone,Eletronics,South America,1,809
2023-03-31,Phone,Eletronics,North America,5,3490
2024-02-08,Headphones,Acessorioes,North America,1,866
2023-07-23,Laptop,Eletronics,Europe,2,224
2023-12-20,Tablet,Eletronics,North America,1,555
2024-10-08,Laptop,Eletronics,Europe,5,3075
2023-01-16,Tablet,Eletronics,North America,4,2744
2023-06-17,Tablet,Eletronics,Asia,1,461
2023-12-17,Headphones,Acessorioes,South America,5,3825
2024-07-16,Monitor,Eletronics,Asia,3,1026
2024-10-20,Laptop,Eletronics,Europe,4,1924
2024-05-20,Headphones,Acessorioes,Asia,5,1040
2023-08-01,Headphones,Acessorioes,Asia,1,1042
2023-05-06,Tablet,Eletronics,South America,4,1532
2024-11-11,Headphones,Acessorioes,North America,5,2250
2023-11-21,Monitor,Eletronics,North America,4,420
2024-03-21,Headphones,Acessorioes,North America,3,1293
2024-08-14,Monitor,Eletronics,Europe,3,399
2023-10-27,Phone,Eletronics,Asia,1,222
2024-11-03,Headphones,Acessorioes,Asia,4,1616
2023-11-24,Phone,Eletronics,Europe,4,2064
2023-12-18,Laptop,Eletronics,Asia,4,3492
2023-09-20,Monitor,Eletronics,Asia,5,2865
2024-08-24,Laptop,Eletronics,South America,3,2109
2023-02-01,Monitor,Eletronics,South America,2,852
2024-02-03,Tablet,Eletronics,Asia,3,2199
2023-12-14,Headphones,Acessorioes,Asia,1,915
2024-12-02,Tablet,Eletronics,Asia,3,3282
2023-02-13,Laptop,Eletronics,Europe,5,655
2024-04-17,Headphones,Acessorioes,Asia,5,1215
2024-08-15,Headphones,Acessorioes,Asia,5,4905
2024-10-16,Tablet,Eletronics,Europe,5,3460
2024-05-17,Laptop,Eletronics,Europe,2,1502
2024-12-04,Monitor,Eletronics,Asia,4,648
2023-08-24,Phone,Eletronics,Europe,3,888
2024-07-09,Phone,Eletronics,Asia,5,4255
2023-07-30,Tablet,Eletronics,North America,2,124
2023-03-15,Laptop,Eletronics,Europe,3,354
2023-02-07,Headphones,Acessorioes,South America,5,2405
2023-06-04,Tablet,Eletronics,North America,1,713
2024-09-20,Laptop,Eletronics,South America,1,1005
2023-10-08,Laptop,Eletronics,North America,3,2094
2024-04-28,Laptop,Eletronics,Asia,2,730
2024-01-27,Monitor,Eletronics,South America,5,3335
2024-04-30,Monitor,Eletronics,North America,4,2848
2023-01-14,Laptop,Eletronics,Asia,2,1842
2024-11-28,Monitor,Eletronics,South America,4,2840
2023-06-08,Tablet,Eletronics,Asia,4,336
2024-03-04,Monitor,Eletronics,Asia,2,1126
2023-12-17,Headphones,Acessorioes,Asia,2,2022
2024-10-09,Tablet,Eletronics,Asia,2,2058
2024-03-17,Monitor,Eletronics,Asia,4,1508
2024-06-03,Phone,Eletronics,Europe,5,5170
2024-08-04,Laptop,Eletronics,Europe,4,3340
2023-07-27,Laptop,Eletronics,Asia,1,1019
2023-08-10,Phone,Eletronics,South America,5,4030
2024-03-31,Phone,Eletronics,Asia,3,1131
2024-10-08,Tablet,Eletronics,North America,1,422
2023-01-18,Phone,Eletronics,Europe,5,2495
2024-10-12,Phone,Eletronics,South America,2,660
2024-08-18,Phone,Eletronics,North America,3,3156
2024-04-23,Tablet,Eletronics,Asia,4,4104
2023-01-16,Monitor,Eletronics,Asia,5,2555
2023-01-14,Phone,Eletronics,Asia,3,1698
2023-01-18,Phone,Eletronics,Europe,4,3324
2023-08-12,Phone,Eletronics,Europe,1,847
2024-04-20,Laptop,Eletronics,Europe,1,346
2023-05-09,Headphones,Acessorioes,Europe,4,4052
2024-12-23,Headphones,Acessorioes,Asia,1,848
2023-12-11,Monitor,Eletronics,Asia,4,2020
2024-08-07,Tablet,Eletronics,North America,1,571
2023-03-11,Monitor,Eletronics,North America,5,2990
2023-04-19,Phone,Eletronics,Asia,5,625
2023-01-15,Phone,Eletronics,Europe,4,2024
2023-02-16,Monitor,Eletronics,North America,3,2988
2024-07-22,Laptop,Eletronics,Asia,2,2010
2023-03-07,Monitor,Eletronics,South America,4,2152
2024-11-25,Laptop,Eletronics,Asia,2,2062
2024-01-08,Laptop,Eletronics,South America,3,552
2023-02-24,Tablet,Eletronics,Europe,2,2112
2024-05-20,Headphones,Acessorioes,North America,4,3596
2023-03-22,Headphones,Acessorioes,North America,4,1568
2024-11-22,Laptop,Eletronics,Europe,3,3108
2023-03-02,Headphones,Acessorioes,North America,4,360
2024-08-20,Monitor,Eletronics,North America,4,2060
2024-02-09,Phone,Eletronics,North America,2,1028
2024-11-23,Phone,Eletronics,North America,4,1644
2024-02-14,Tablet,Eletronics,North America,5,4540
2023-03-14,Phone,Eletronics,North America,2,352
2024-07-21,Headphones,Acessorioes,Asia,1,942
2023-02-10,Laptop,Eletronics,South America,2,2162
2023-04-22,Tablet,Eletronics,South America,2,2120
2024-02-28,Tablet,Eletronics,North America,5,3440
2023-01-21,Tablet,Eletronics,North America,1,445
2023-11-27,Monitor,Eletronics,Asia,2,792
2023-11-17,Phone,Eletronics,North America,5,5435
2023-05-17,Laptop,Eletronics,South America,5,495
2024-09-15,Headphones,Acessorioes,Asia,4,3080
2024-12-11,Laptop,Eletronics,Asia,4,3096
2023-01-04,Phone,Eletronics,North America,5,1070
